FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
790,1,0,0,0,17.384984,1.629184,0.436224,3.308544,0.755712,0.361406,13.293008,3.516707,0.068424,0.394685,0.060960,-15.904025,-3.492759,-2.740090,-2.722362,-2.699968,-1.440647
791,1,0,0,0,17.401634,1.646592,0.440320,3.316736,0.744448,0.281162,13.416795,1.927082,0.067802,0.382244,0.026126,-16.748756,-3.463523,-2.975532,-2.959359,-2.938831,-1.858036
792,1,0,0,0,17.418291,1.633280,0.431104,3.189760,0.744320,0.283340,13.402800,1.417631,0.052873,0.414590,0.022393,-16.899288,-3.487159,-3.006322,-2.989837,-2.967444,-2.066729
793,1,0,0,0,17.434950,1.629184,0.427008,3.160064,0.744352,0.293603,13.023355,1.306285,0.047586,0.009642,0.026126,-16.886848,-3.486848,-2.130177,-1.994262,-1.966581,-0.338701
794,1,0,0,0,17.451611,1.627136,0.438272,3.203072,0.749568,0.316619,13.347437,3.063239,0.070913,0.379134,0.025504,-16.221266,-3.469432,-2.956248,-2.914261,-2.890001,-1.465528
795,1,0,0,0,17.468269,1.631232,0.427008,3.189760,0.747520,0.334347,13.368275,1.859591,0.083664,0.378201,0.023016,-16.796343,-3.488716,-2.946607,-2.929190,-2.906175,-1.742648
796,1,0,0,0,17.484924,1.633280,0.441344,3.240960,0.745472,0.306977,13.331575,1.505027,0.069358,0.396240,0.023016,-16.800695,-3.483427,-2.913638,-2.877248,-2.853300,-1.488854
797,1,0,0,0,17.501583,1.633280,0.429056,3.262464,0.744448,0.355496,10.309080,1.875142,0.056295,0.009331,0.023327,-16.780790,-3.476896,-2.873517,-2.839304,-2.815045,2.259563
798,1,0,0,0,17.518244,1.634304,0.586752,3.699712,0.745120,0.384421,13.326909,5.601476,0.053807,0.074956,0.025193,-13.743677,-3.488715,-2.988906,-2.966201,-2.943497,-0.893562
799,1,0,0,0,17.534907,1.666048,0.433152,3.251200,0.745312,0.297646,13.381650,2.460482,0.066558,0.382555,0.028614,-16.745335,-3.491203,-2.857033,-2.832462,-2.807580,-1.271762
800,1,0,0,0,17.551564,1.633280,0.431104,3.206144,0.743424,0.318174,0.519404,2.070773,0.051318,0.009642,0.097660,-16.834908,-3.474408,9.357979,9.381306,9.408987,12.045506
801,1,0,0,0,17.568221,12.863488,0.428032,14.459905,0.746496,0.390953,5.455607,15.354762,0.077444,0.011508,0.025504,-3.857274,-3.450460,-2.680685,-2.662645,-2.639630,7.059850
802,1,0,0,0,17.584878,12.195840,0.427008,8.547328,0.741376,0.317241,12.060123,14.877657,0.056606,0.011197,0.032346,-5.040395,-3.479384,-2.801360,-2.783010,-2.759061,0.553305
803,1,0,0,0,17.601536,2.118656,1.209344,1.903616,0.744096,0.281473,12.610941,3.790094,0.050074,0.008398,0.024882,-15.517115,-3.482184,-2.434045,-2.416317,-2.390191,0.077755
804,1,0,0,0,17.618192,1.633280,0.600064,3.411968,0.744448,0.277119,13.427680,2.977087,0.058783,0.382244,0.026126,-15.808852,-3.486227,-2.988283,-2.969311,-2.944741,-1.466772
805,1,0,0,0,17.634851,1.632256,0.598016,3.331072,0.742400,0.325327,8.644499,1.866433,0.056606,0.011197,0.025193,-16.900532,-3.484982,-2.943496,-2.924834,-2.899331,3.978573
806,1,0,0,0,17.651510,1.628160,2.348032,5.377024,0.743360,0.288316,13.381960,7.303379,0.092684,0.222069,0.071535,-12.112997,-3.485605,-2.372774,-2.352558,-2.325499,-0.970694
807,1,0,0,0,17.668167,1.627136,0.432128,3.168256,0.746432,0.316930,12.068521,2.423781,0.071224,0.009642,0.027370,-16.822155,-3.485293,-2.953760,-2.936342,-2.909906,0.543042
808,1,0,0,0,17.684826,1.633280,0.424960,3.153920,0.741056,0.322528,13.403420,3.891175,0.057228,0.392508,0.024260,-15.530488,-3.487781,-3.010676,-2.994192,-2.969621,-1.514046
809,1,0,0,0,17.701484,1.628160,0.431104,3.166208,0.744256,0.283962,13.400000,1.852437,0.058783,0.396551,0.025193,-16.864454,-3.482805,-3.012854,-2.965579,-2.942252,-1.399280
810,1,0,0,0,17.718150,1.626112,0.431104,3.170304,0.743296,0.423299,12.930670,1.956940,0.052251,0.009020,0.024882,-16.876894,-3.494935,-3.012853,-2.995125,-2.969310,-0.396861
811,1,0,0,0,17.734801,1.626112,0.429056,3.171328,0.743424,0.293603,13.410574,2.955626,0.054118,0.394063,0.024571,-16.378019,-3.480317,-3.038980,-3.022496,-3.000413,-1.531775
812,1,0,0,0,17.751459,1.631232,0.470016,3.210240,0.745440,0.297957,13.404976,1.832532,0.068113,0.397484,0.027370,-16.876585,-3.484672,-2.981130,-2.961535,-2.934788,-1.472059
813,1,0,0,0,17.768117,1.628160,0.429056,3.162112,0.743328,0.281473,13.418349,2.153505,0.053184,0.385976,0.032035,-16.624969,-3.484983,-2.906796,-2.852679,-2.824687,-1.365379
814,1,0,0,0,17.784774,1.631232,0.429056,3.161088,0.744448,0.319729,13.368275,1.584026,0.058161,0.409303,0.023949,-16.890270,-3.485916,-2.957803,-2.937587,-2.912705,-1.449977
815,1,0,0,0,17.801435,1.625088,0.434176,3.213312,0.743456,0.326260,11.865425,1.952897,0.060338,0.010886,0.027681,-16.837084,-3.475652,-2.713963,-2.696857,-2.672286,0.763244
816,1,0,0,0,17.818091,1.637376,0.603136,3.346432,0.744288,0.295158,13.367032,4.104224,0.055051,0.417389,0.028303,-15.331125,-3.483117,-3.008811,-2.991705,-2.970245,-2.067353
817,1,0,0,0,17.834750,1.629184,0.468992,3.197952,0.742400,0.290804,13.421460,1.337076,0.052873,0.390019,0.023949,-16.860102,-3.486538,-3.025606,-3.007567,-2.980819,-1.344230
818,1,0,0,0,17.851409,1.628160,0.433152,3.220480,0.744096,0.305733,11.566223,2.023498,0.075578,0.011197,0.058161,-16.828377,-3.489026,-2.536371,-2.492206,-2.467324,1.059646
819,1,0,0,0,17.868065,1.629184,0.432128,3.211264,0.742272,0.354563,12.410333,4.341844,0.087708,0.008709,0.068735,-15.029124,-3.479695,-2.698412,-2.680062,-2.652692,0.172927
820,1,0,0,0,17.884727,1.628160,0.431104,3.211264,0.745440,0.324394,8.863458,3.401007,0.053807,0.010886,0.031413,-15.890650,-3.489025,-2.127378,-2.107473,-2.081036,3.752150
821,1,0,0,0,17.901385,1.629184,2.098176,5.148672,0.745440,0.304489,13.391291,6.976186,0.061271,0.381622,0.028614,-11.915500,-3.484672,-2.965268,-2.941008,-2.916438,-1.631613
822,1,0,0,0,17.918041,1.630208,0.434176,3.172352,0.746496,0.327815,13.360811,1.734871,0.054429,0.398728,0.027992,-16.852636,-3.471609,-2.918615,-2.902442,-2.879427,-1.522134
823,1,0,0,0,17.934698,1.627136,0.427008,3.156992,0.743424,0.305111,13.411819,1.758820,0.048519,0.420188,0.023949,-16.833353,-3.484983,-3.000414,-2.981131,-2.957182,-1.833777
824,1,0,0,0,17.951358,1.627136,0.431104,3.152896,0.746496,0.272143,13.403110,1.547637,0.049141,0.390642,0.022704,-16.892136,-3.488714,-2.965267,-2.947539,-2.923590,-2.060509
825,1,0,0,0,17.968016,1.627136,0.433152,3.166208,0.744448,0.296713,13.397511,1.342364,0.053495,0.409614,0.029858,-16.854815,-3.487472,-2.914883,-2.896222,-2.871029,-1.400525
826,1,0,0,0,17.984673,1.633280,0.458752,3.241984,0.746272,0.283651,13.048547,1.776237,0.050696,0.009953,0.025815,-16.870363,-3.483427,-2.925456,-2.906795,-2.882225,-0.367936
827,1,0,0,0,18.001332,1.630208,0.431104,3.167232,0.743264,0.274009,13.404976,2.957181,0.051629,0.417700,0.024260,-16.526064,-3.489336,-3.029337,-3.012853,-2.989838,-1.988041
828,1,0,0,0,18.017993,1.630208,0.425984,3.159040,0.745472,0.291115,11.864491,1.392127,0.054429,0.009642,0.023949,-16.888403,-3.485293,-2.955004,-2.935098,-2.900575,0.802744
829,1,0,0,0,18.034653,1.628160,0.429056,3.156992,0.743424,0.296091,12.664436,4.168294,0.056917,0.009953,0.025504,-15.341077,-3.485604,-2.984550,-2.967444,-2.943496,-0.045719
830,1,0,0,0,18.051317,1.630208,0.425984,3.161088,0.744064,0.321284,13.457228,3.318587,0.073401,0.365449,0.023638,-16.113962,-3.499600,-2.965578,-2.939142,-2.919236,-1.665824
831,1,0,0,0,18.067964,1.632256,0.430080,3.197952,0.745248,0.315375,13.078404,1.714966,0.046964,0.008398,0.042299,-16.633055,-3.252650,-2.507756,-2.460170,-2.437776,-0.425164
832,1,0,0,0,18.084623,1.647616,0.430080,3.256320,0.751616,0.296713,13.368897,2.522375,0.055673,0.426409,0.040122,-16.530107,-3.482494,-2.821265,-2.798871,-2.774923,-1.504716
833,1,0,0,0,18.101286,1.629184,0.433152,3.236864,0.744448,0.283340,13.187883,1.850571,0.246639,0.382866,0.026126,-16.840195,-3.493691,-3.043023,-3.023739,-3.001657,-2.430313
834,1,0,0,0,18.117942,1.629184,0.414720,3.147776,0.742176,0.322217,13.315713,0.955143,0.069980,0.384732,0.024882,-16.599464,-3.483427,-3.012854,-2.994814,-2.969311,-2.452395
835,1,0,0,0,18.134621,1.630208,0.421888,3.193856,0.741024,0.278674,13.331886,0.910979,0.095172,0.365138,0.023016,-16.782034,-3.508931,-3.034625,-3.018763,-2.998547,-2.483809
836,1,0,0,0,18.151258,1.630208,0.411648,3.179520,0.742400,0.280851,13.345261,0.964474,0.063137,0.378512,0.023016,-16.757463,-3.467566,-2.930434,-2.903997,-2.881293,-2.369353
837,1,0,0,0,18.167916,1.626112,0.404480,3.140608,0.742240,0.265300,13.354901,1.009883,0.055984,0.348654,0.023327,-16.810337,-3.487471,-3.045822,-3.028094,-3.006012,-2.577737
838,1,0,0,0,18.184576,1.626112,0.413696,3.158016,0.743424,0.265611,13.400621,0.843487,0.061893,0.358917,0.022704,-16.811270,-3.489337,-3.008188,-2.990460,-2.967756,-2.516154
839,1,0,0,0,18.201253,1.622016,0.414720,3.179520,0.748384,0.409303,13.222717,0.903514,0.161731,0.424232,0.021460,-16.904577,-3.511420,-2.873517,-2.858899,-2.841793,-2.367176
840,1,0,0,0,18.217891,1.634304,0.418816,3.213312,0.743424,0.296402,13.356146,1.025123,0.055984,0.327193,0.023949,-16.640209,-3.464456,-2.876317,-2.857033,-2.833707,-2.226595
841,1,0,0,0,18.234550,1.635328,0.447488,3.202048,0.748160,0.310398,13.259108,0.989045,0.052251,0.389708,0.023016,-16.816870,-3.493381,-2.866053,-2.848947,-2.828419,-2.257075
842,1,0,0,0,18.251207,1.648640,0.440320,3.275776,0.744096,0.319729,13.289899,1.067422,0.075889,0.374157,0.028925,-16.708323,-3.486850,-2.957493,-2.908663,-2.886580,-2.295331
843,1,0,0,0,18.267872,1.626112,0.422912,3.156992,0.741376,0.322839,13.373874,1.028855,0.054429,0.373224,0.021771,-16.783901,-3.496802,-2.954071,-2.937276,-2.915504,-2.369975
844,1,0,0,0,18.284575,1.628160,0.423936,3.151872,0.741376,0.337146,13.442610,1.046894,0.080865,0.371047,0.022082,-16.747200,-3.535990,-2.881603,-2.844592,-2.822199,-2.216331
845,1,0,0,0,18.301183,1.639424,0.414720,3.200000,0.742336,0.320662,13.262529,1.137090,0.112278,0.331237,0.022704,-16.612528,-3.292149,-2.753773,-2.727026,-2.704632,-2.121469
846,1,0,0,0,18.317847,1.628160,0.415744,3.173376,0.742144,0.343366,13.305138,1.002108,0.066869,0.088641,0.023016,-16.757776,-3.496180,-2.914572,-2.876939,-2.854856,-0.896050
847,1,0,0,0,18.334506,1.630208,0.408576,3.137536,0.741152,0.437606,12.703315,1.719009,0.048519,0.009020,0.028303,-16.597599,-3.485604,-2.838060,-2.784876,-2.760616,-0.243529
848,1,0,0,0,18.351158,1.645568,0.432128,3.239936,0.743328,0.288938,13.352725,2.968067,0.055673,0.399972,0.023949,-16.148798,-3.479696,-2.875383,-2.849258,-2.826242,-1.665203
849,1,0,0,0,18.367817,1.625088,0.414720,3.137536,0.742400,0.269655,13.366720,1.688529,0.062826,0.374468,0.022082,-16.830864,-3.487782,-3.039601,-3.022495,-2.999480,-2.585201
850,1,0,0,0,18.384476,1.637376,0.421888,3.155968,0.742400,0.329060,13.397511,0.837889,0.058472,0.223624,0.058161,-16.880939,-3.488404,-2.568095,-2.511489,-2.488163,-1.014859
851,1,0,0,0,18.401132,1.625088,0.407552,3.160064,0.741376,0.262812,13.353036,2.097210,0.055673,0.395307,0.023016,-16.854191,-3.485294,-3.035870,-3.019386,-3.000103,-2.501537
852,1,0,0,0,18.417808,1.633280,0.414720,3.149824,0.744448,0.275564,13.317890,0.928085,0.072157,0.365138,0.022704,-16.821535,-3.509553,-2.933855,-2.917371,-2.896843,-2.402632
853,1,0,0,0,18.434460,1.640448,0.420864,3.164160,0.742176,0.299202,13.312602,1.015792,0.063448,0.380689,0.023949,-16.787945,-3.474409,-2.904930,-2.876939,-2.853301,-2.350381
854,1,0,0,0,18.451108,1.639424,0.413696,3.181568,0.743104,0.300135,13.302961,1.017970,0.052873,0.371358,0.023327,-16.779547,-3.476897,-2.892801,-2.876627,-2.854545,-2.122714
855,1,0,0,0,18.467776,1.638400,0.428032,3.234816,0.742400,0.298580,13.311980,1.239727,0.053807,0.401527,0.022082,-16.777058,-3.497113,-2.962469,-2.936343,-2.913017,-2.312436
856,1,0,0,0,18.484445,1.633280,0.412672,3.151872,0.740352,0.361717,13.235781,1.107854,0.133428,0.360784,0.023016,-16.734447,-3.471609,-2.871340,-2.843970,-2.822198,-2.286932
857,1,0,0,0,18.501108,1.645568,0.412672,3.200000,0.747360,0.413968,13.370141,1.056536,0.057539,0.360162,0.024882,-16.711123,-3.488404,-2.920170,-2.892489,-2.868540,-2.220685
858,1,0,0,0,18.517756,1.640448,0.411648,3.208192,0.740352,0.321284,13.379784,1.148909,0.063759,0.362028,0.024571,-16.617193,-3.474719,-2.867296,-2.838994,-2.814423,-2.254586
859,1,0,0,0,18.534470,1.630208,0.410624,3.145728,0.744064,0.471196,13.360500,1.121850,0.061271,0.371980,0.022704,-16.833353,-3.547809,-2.831218,-2.786120,-2.763416,-2.115871
860,1,0,0,0,18.551062,1.633280,0.411648,3.185664,0.741376,0.304800,6.588655,1.248124,0.053184,0.009642,0.035456,-16.737247,-3.412826,4.944912,4.966684,4.997475,6.058987
861,1,0,0,0,18.567726,1.764352,0.414720,8.314880,0.747200,0.388464,10.324631,8.833910,0.085842,0.009642,0.030480,-10.068972,-3.490892,-2.751286,-2.732002,-2.704633,2.206689
862,1,0,0,0,18.584381,1.643520,0.582656,3.706880,0.747520,0.371358,11.472918,5.446899,0.080554,0.011508,0.221757,-13.780999,-3.479073,-2.122714,-1.950719,-1.921172,1.038186
863,1,0,0,0,18.601044,1.627136,0.431104,3.189760,0.741376,0.301068,13.387559,4.218058,0.066247,0.369803,0.025815,-14.928664,-3.485294,-2.883158,-2.864186,-2.839304,-1.422296
864,1,0,0,0,18.617691,1.623040,0.408576,3.137536,0.742400,0.269966,13.354590,1.868610,0.055984,0.405882,0.023949,-16.836464,-3.475963,-3.019697,-3.002280,-2.978331,-2.487541
865,1,0,0,0,18.634349,1.628160,0.414720,3.134464,0.740160,0.257525,13.395646,0.894183,0.052873,0.385976,0.023327,-16.833664,-3.489649,-3.034315,-3.016898,-2.993882,-2.582713
866,1,0,0,0,18.651009,1.623040,0.407552,3.132416,0.744416,0.299513,13.290521,0.850330,0.086775,0.343988,0.027370,-16.883427,-3.466011,-2.914883,-2.777101,-2.754396,-2.353180
867,1,0,0,0,18.667666,1.628160,0.414720,3.162112,0.743424,0.376957,13.332820,0.965407,0.073712,0.360784,0.023327,-16.736004,-3.481872,-2.919237,-2.892489,-2.868229,-2.332341
868,1,0,0,0,18.684325,1.634304,0.412672,3.193856,0.743424,0.348032,13.525341,1.030410,0.072779,0.402460,0.024260,-16.804428,-3.491204,-2.940387,-2.906797,-2.884092,-2.344472
869,1,0,0,0,18.700983,1.628160,0.413696,3.186688,0.742368,0.303556,13.293008,1.066178,0.101082,0.394996,0.024571,-16.819357,-3.314233,-2.708054,-2.690326,-2.666999,-1.932991
870,1,0,0,0,18.717642,1.627136,0.405504,3.151872,0.744224,0.303245,13.220541,1.268963,0.132495,0.395618,0.022393,-16.739424,-3.490270,-2.915815,-2.879426,-2.857966,-2.243701
871,1,0,0,0,18.734298,1.634304,0.410624,3.207168,0.741120,0.366382,13.346504,1.130870,0.058161,0.400905,0.023016,-16.692461,-3.433043,-2.775857,-2.748176,-2.722983,-2.240591
872,1,0,0,0,18.750958,1.632256,0.422912,3.150848,0.740352,0.333103,13.278079,1.056847,0.070913,0.393130,0.022704,-16.829931,-3.491515,-2.968689,-2.940387,-2.918926,-2.165946
873,1,0,0,0,18.767619,1.633280,0.416768,3.209216,0.747520,0.423299,13.292075,1.221999,0.079932,0.375091,0.023327,-16.755287,-3.470987,-2.887202,-2.859521,-2.837438,-2.387392
874,1,0,0,0,18.784303,1.643520,0.416768,3.168256,0.742400,0.372291,13.027708,1.015481,0.083664,0.301068,0.022704,-16.736004,-3.493691,-2.831840,-2.802915,-2.780833,-2.118360
875,1,0,0,0,18.800936,1.641472,0.423936,3.225600,0.739072,0.331548,13.390980,1.129004,0.059094,0.333414,0.023949,-16.234016,-3.460412,-2.842103,-2.824064,-2.798561,-2.347892
876,1,0,0,0,18.817609,1.629184,0.413696,3.142656,0.741376,0.500121,13.148384,1.070843,0.185057,0.294536,0.023016,-16.846727,-3.484672,-2.586134,-2.542280,-2.518643,-1.846217
877,1,0,0,0,18.834249,1.628160,0.422912,3.247104,0.740352,0.300135,13.343082,1.495075,0.063137,0.361717,0.021149,-16.512068,-3.472541,-2.956247,-2.930433,-2.902441,-2.177452
878,1,0,0,0,18.850909,1.641472,0.433152,3.207168,0.739296,0.303867,13.288033,1.153263,0.089263,0.410858,0.026126,-16.799763,-3.486228,-3.023429,-3.005079,-2.981753,-2.417562
879,1,0,0,0,18.867574,1.635328,0.411648,3.177472,0.744448,0.329060,12.760853,1.019836,0.055362,0.010886,0.082731,-16.765238,-3.490580,-1.449043,-1.243769,-1.217022,-0.135604
880,1,0,0,0,18.884229,1.626112,0.420864,3.170304,0.742368,0.301068,13.268749,2.535749,0.065936,0.402149,0.019283,-16.237127,-3.462279,-2.933233,-2.909595,-2.891556,-2.458305
881,1,0,0,0,18.900888,1.631232,0.411648,3.210240,0.743424,0.500743,13.358323,0.919065,0.050074,0.385354,0.022704,-16.727606,-3.303036,-2.727338,-2.700590,-2.679130,-2.236859
882,1,0,0,0,18.917540,1.635328,0.421888,3.148800,0.745152,0.361717,13.326287,0.982513,0.158309,0.387842,0.021771,-16.811893,-3.486850,-2.936033,-2.920171,-2.901820,-2.298441
883,1,0,0,0,18.934198,1.631232,0.417792,3.175424,0.740288,0.298891,13.237647,1.101323,0.060960,0.371669,0.024571,-16.666025,-3.378614,-2.719251,-2.702456,-2.680685,-2.129246
884,1,0,0,0,18.950860,1.626112,0.416768,3.251200,0.745472,0.375091,13.173265,1.047205,0.065314,0.009020,0.023949,-16.680643,-3.491204,-2.880671,-2.843660,-2.817223,-0.641947
885,1,0,0,0,18.967516,1.644544,0.405504,3.186688,0.744448,0.314442,13.425814,2.741333,0.100149,0.397173,0.023638,-16.605373,-3.482183,-2.910217,-2.892799,-2.870406,-2.313991
886,1,0,0,0,18.984193,1.634304,0.440320,3.220480,0.743424,0.322839,5.147697,1.046583,0.293914,0.010264,0.022082,-16.740669,-3.330406,-2.698724,-2.661712,-2.638075,7.087842
887,1,0,0,0,19.000850,18.102272,0.407552,8.467456,0.743424,0.298579,8.146244,21.716993,0.055984,0.009020,0.070913,1.877007,-3.485605,3.988836,4.023981,4.060370,4.476826
888,1,0,0,0,19.017523,2.179072,0.415744,7.340032,0.744448,0.323772,13.228316,2.254275,0.059405,0.349276,0.025193,-11.643356,-3.500844,-2.760616,-2.742887,-2.713030,-2.239968
889,1,0,0,0,19.034169,1.933312,0.412672,3.509248,0.741376,0.363583,13.321000,1.162594,0.102948,0.342122,0.033279,-16.689350,-3.478140,-2.692814,-2.666999,-2.643984,-2.085080
890,1,0,0,0,19.050824,1.913856,0.425984,3.477504,0.742176,0.366382,13.300784,1.198672,0.066247,0.351142,0.023016,-16.792297,-3.481251,-2.796384,-2.777723,-2.753463,-2.278535
891,1,0,0,0,19.067468,1.921024,0.416768,3.461120,0.742400,0.290182,13.302340,1.044406,0.107302,0.338701,0.023327,-16.763062,-3.472853,-2.508068,-2.479454,-2.453950,-1.902822
892,1,0,0,0,19.084129,1.900544,0.410624,3.442688,0.749280,0.310398,12.508615,1.517779,0.060027,0.010264,0.029858,-16.762751,-3.468809,-1.622903,-1.604242,-1.581849,0.130940
893,1,0,0,0,19.100789,1.908736,0.407552,3.418112,0.742400,0.258147,13.396889,3.693055,0.069669,0.351142,0.021460,-15.596114,-3.488093,-2.914883,-2.900265,-2.879738,-2.365621
894,1,0,0,0,19.117449,1.903616,0.420864,3.421184,0.742400,0.241352,13.404353,0.933372,0.053184,0.410236,0.019905,-16.824022,-3.494625,-3.073815,-3.060441,-3.045512,-2.659847
895,1,0,0,0,19.134112,1.914880,0.419840,3.461120,0.743232,0.266855,13.239202,0.797767,0.083975,0.415523,0.023949,-16.878139,-3.492757,-2.998857,-2.980507,-2.958113,-2.415072
896,1,0,0,0,19.150763,1.896448,0.412672,3.438592,0.740032,0.408059,13.050101,0.974738,0.067180,0.009953,0.028925,-16.679087,-3.462278,-2.733557,-2.713341,-2.688770,-0.524069
897,1,0,0,0,19.167434,1.903616,0.430080,3.481600,0.743424,0.366071,13.186951,2.867918,0.137471,0.391575,0.033901,-16.504293,-3.498356,-2.832151,-2.814111,-2.790474,-2.113072
898,1,0,0,0,19.184074,1.906688,0.412672,3.497984,0.742240,0.355807,13.261596,1.317171,0.115700,0.363272,0.023327,-16.593866,-3.470053,-2.791718,-2.773367,-2.749108,-2.196114
899,1,0,0,0,19.200738,1.905664,0.413696,3.447808,0.743424,0.302623,13.259418,1.097902,0.050696,0.403393,0.024571,-16.714855,-3.491204,-2.882848,-2.864187,-2.831530,-2.107475
900,1,0,0,0,19.217392,1.910784,0.408576,3.510272,0.747328,0.285828,13.358323,1.306285,0.063137,0.355496,0.019594,-16.709255,-3.486538,-2.992949,-2.961536,-2.942564,-2.560631
901,1,0,0,0,19.234050,1.909760,0.413696,3.440640,0.743424,0.279918,13.274658,0.860282,0.062515,0.368870,0.018972,-16.866011,-3.493381,-2.877872,-2.842726,-2.824687,-2.376507
902,1,0,0,0,19.250707,1.905664,0.416768,3.481600,0.742400,0.356740,13.351170,1.011127,0.050074,0.388775,0.019905,-16.684063,-3.487159,-2.914882,-2.883157,-2.863874,-2.434977
903,1,0,0,0,19.267420,1.915904,0.422912,3.443712,0.743424,0.323150,13.178864,0.971316,0.116944,0.385354,0.019905,-16.843306,-3.547187,-3.023118,-2.987972,-2.969622,-2.502470
904,1,0,0,0,19.284029,1.911808,0.416768,3.476480,0.740352,0.418322,13.368275,0.950167,0.075578,0.241041,0.023638,-16.581738,-3.439263,-2.774301,-2.731692,-2.710231,-2.164391
905,1,0,0,0,19.300684,1.916928,0.428032,3.445760,0.740096,0.312886,12.592279,1.184054,0.143380,0.353941,0.021460,-16.769594,-3.488715,-2.944740,-2.908662,-2.886580,-2.360644
906,1,0,0,0,19.317343,1.899520,0.425984,3.467264,0.742400,0.304800,13.326598,1.175346,0.066247,0.381311,0.039500,-15.895315,-3.486538,-2.872895,-2.854234,-2.830285,-2.300928
907,1,0,0,0,19.333999,1.906688,0.425984,3.458048,0.741376,0.287383,13.341216,0.975049,0.058161,0.407748,0.045720,-16.791677,-3.486538,-2.897777,-2.871962,-2.849880,-1.279227
908,1,0,0,0,19.350661,1.905664,0.419840,3.462144,0.741376,0.296402,13.363299,2.061443,0.062204,0.379134,0.025815,-16.827133,-3.489959,-2.929811,-2.912705,-2.892178,-2.321456
909,1,0,0,0,19.367319,1.907712,0.418816,3.467264,0.749376,0.265300,13.394712,1.095103,0.067802,0.381311,0.032657,-16.842373,-3.488715,-2.901819,-2.885335,-2.862942,-2.394856
910,1,0,0,0,19.383998,1.910784,0.409600,3.439616,0.741376,0.449735,13.275592,0.984379,0.058161,0.346166,0.025815,-16.897734,-3.507687,-2.825308,-2.806958,-2.783321,-2.066730
911,1,0,0,0,19.400639,1.903616,0.427008,3.519488,0.741376,0.263745,13.406531,1.056847,0.053495,0.384421,0.030791,-16.680954,-3.462900,-3.016275,-3.002590,-2.984240,-2.443065
912,1,0,0,0,19.417309,1.901568,0.416768,3.414016,0.744448,0.352075,13.253198,0.956698,0.078999,0.344299,0.029236,-16.901155,-3.495868,-2.872272,-2.852367,-2.828108,-2.349136
913,1,0,0,0,19.433950,1.920000,0.433152,3.513344,0.743424,0.302934,13.259729,1.042851,0.075889,0.340878,0.021460,-16.702103,-3.472853,-2.770569,-2.754707,-2.734179,-2.188339
914,1,0,0,0,19.450608,1.928192,0.420864,3.483648,0.734208,0.324394,13.391291,1.193074,0.059716,0.397173,0.021149,-16.695572,-3.476897,-2.916438,-2.899643,-2.881604,-2.545080
915,1,0,0,0,19.467291,1.905664,0.415744,3.421184,0.742176,0.310709,13.325976,0.864636,0.053807,0.401838,0.022393,-16.905821,-3.516707,-2.861387,-2.829041,-2.807580,-2.202646
916,1,0,0,0,19.483926,1.900544,0.411648,3.472384,0.746496,0.380378,13.208099,1.112520,0.121609,0.317552,0.019594,-16.713299,-3.463212,-2.825620,-2.789852,-2.773679,-2.168745
917,1,0,0,0,19.500610,1.918976,0.408576,3.514368,0.743200,0.310398,13.274347,1.026678,0.133117,0.351453,0.021149,-16.659803,-3.512353,-2.958114,-2.944429,-2.927634,-2.395790
918,1,0,0,0,19.517264,1.902592,0.414720,3.433472,0.740992,0.391886,13.258485,0.928396,0.074645,0.371358,0.020838,-16.749378,-3.487471,-2.857033,-2.814112,-2.792341,-2.240279
919,1,0,0,0,19.533929,1.924096,0.425984,3.534848,0.744448,0.350520,13.267816,1.115319,0.090507,0.339012,0.019905,-16.737869,-3.498979,-2.892178,-2.861076,-2.843659,-1.640010
920,1,0,0,0,19.550568,1.901568,0.422912,3.440640,0.741376,0.335902,12.402868,1.760997,0.073401,0.320973,0.020216,-16.613462,-3.471298,-2.849880,-2.836195,-2.818777,-2.344782
921,1,0,0,0,19.567221,1.898496,0.411648,3.403776,0.744224,0.538065,4.882086,0.960742,0.097038,0.010886,0.024260,-11.906480,-3.479073,-2.919548,-2.902130,-2.877871,7.474441
922,1,0,2,0,19.584937,0.000000,0.000000,9.035776,0.745472,0.372291,9.574139,0.000000,0.052873,0.010575,0.025504,0.000000,-4.525688,0.000000,35.285534,35.313526,35.321304
923,1,0,0,0,19.633854,0.000000,0.000000,1.030432,0.830432,0.324705,4.235164,0.000000,0.055051,0.009953,0.023016,0.000000,-3.482805,0.000000,8.395371,8.428029,8.429273
924,1,0,0,0,19.650509,0.000000,0.000000,1.030144,0.830144,0.339634,4.331891,0.000000,0.078999,0.010575,0.023016,0.000000,-3.479073,0.000000,8.243283,8.270342,8.271896
925,1,0,0,0,19.667169,0.000000,0.000000,1.026368,0.826368,0.327193,4.032067,0.000000,0.058472,0.010264,0.023327,0.000000,-3.487782,0.000000,8.605932,8.631746,8.633302
